frame_index,video_frame_no,cell_id,cell_row,cell_col,bin,count,value_norm
0,0,3,1,1,7,1650,0.1007080078125
0,0,3,1,1,8,1605,0.09796142578125
0,0,3,1,1,9,3883,0.23699951171875
0,0,3,1,1,10,843,0.05145263671875
0,0,3,1,1,11,2436,0.148681640625
0,0,3,1,1,12,870,0.0531005859375
0,0,3,1,1,13,412,0.025146484375
0,0,3,1,1,14,290,0.0177001953125
0,0,3,1,1,15,84,0.005126953125
0,0,3,1,1,16,1638,0.0999755859375
0,0,3,1,1,17,360,0.02197265625
1,1,0,0,0,0,131,0.00799560546875
1,1,0,0,0,1,299,0.01824951171875
1,1,0,0,0,2,348,0.021240234375
1,1,0,0,0,3,357,0.02178955078125
1,1,0,0,0,4,290,0.0177001953125
1,1,0,0,0,5,575,0.03509521484375
1,1,0,0,0,6,881,0.05377197265625
1,1,0,0,0,7,1848,0.11279296875
1,1,0,0,0,8,4713,0.28765869140625
1,1,0,0,0,9,1806,0.1102294921875
1,1,0,0,0,10,679,0.04144287109375
1,1,0,0,0,11,629,0.03839111328125
1,1,0,0,0,12,321,0.01959228515625
1,1,0,0,0,13,288,0.017578125
1,1,0,0,0,14,292,0.017822265625
1,1,0,0,0,15,375,0.02288818359375
1,1,0,0,0,16,962,0.0587158203125
1,1,0,0,0,17,1590,0.0970458984375
1,1,1,0,1,0,171,0.01043701171875
1,1,1,0,1,1,243,0.01483154296875
1,1,1,0,1,2,258,0.0157470703125
1,1,1,0,1,3,304,0.0185546875
1,1,1,0,1,4,358,0.0218505859375
1,1,1,0,1,5,628,0.038330078125
1,1,1,0,1,6,1036,0.063232421875
1,1,1,0,1,7,2237,0.13653564453125
1,1,1,0,1,8,4043,0.24676513671875
1,1,1,0,1,9,2366,0.1444091796875
1,1,1,0,1,10,997,0.06085205078125
1,1,1,0,1,11,730,0.0445556640625
1,1,1,0,1,12,459,0.02801513671875
1,1,1,0,1,13,291,0.01776123046875
1,1,1,0,1,14,265,0.01617431640625
1,1,1,0,1,15,199,0.01214599609375
1,1,1,0,1,16,507,0.03094482421875
1,1,1,0,1,17,1292,0.078857421875
1,1,2,1,0,0,168,0.01025390625
1,1,2,1,0,1,216,0.01318359375
1,1,2,1,0,2,253,0.01544189453125
1,1,2,1,0,3,418,0.0255126953125
1,1,2,1,0,4,349,0.02130126953125
1,1,2,1,0,5,569,0.03472900390625
1,1,2,1,0,6,847,0.05169677734375
1,1,2,1,0,7,2250,0.1373291015625
1,1,2,1,0,8,3873,0.23638916015625
1,1,2,1,0,9,2436,0.148681640625
1,1,2,1,0,10,1008,0.0615234375
1,1,2,1,0,11,716,0.043701171875
1,1,2,1,0,12,433,0.02642822265625
1,1,2,1,0,13,393,0.02398681640625
1,1,2,1,0,14,306,0.0186767578125
1,1,2,1,0,15,238,0.0145263671875
1,1,2,1,0,16,625,0.03814697265625
1,1,2,1,0,17,1286,0.0784912109375
1,1,3,1,1,0,107,0.00653076171875
1,1,3,1,1,1,133,0.00811767578125
1,1,3,1,1,2,245,0.01495361328125
1,1,3,1,1,3,274,0.0167236328125
1,1,3,1,1,4,321,0.01959228515625
1,1,3,1,1,5,580,0.035400390625
1,1,3,1,1,6,955,0.05828857421875
1,1,3,1,1,7,1926,0.1175537109375
1,1,3,1,1,8,2978,0.1817626953125
1,1,3,1,1,9,2596,0.158447265625
1,1,3,1,1,10,1065,0.06500244140625
1,1,3,1,1,11,1156,0.070556640625
1,1,3,1,1,12,526,0.0321044921875
1,1,3,1,1,13,423,0.02581787109375
1,1,3,1,1,14,363,0.02215576171875
1,1,3,1,1,15,230,0.0140380859375
1,1,3,1,1,16,1455,0.08880615234375
1,1,3,1,1,17,1051,0.06414794921875
2,2,0,0,0,0,127,0.00775146484375
2,2,0,0,0,1,273,0.01666259765625
2,2,0,0,0,2,314,0.0191650390625
2,2,0,0,0,3,344,0.02099609375
2,2,0,0,0,4,322,0.0196533203125
2,2,0,0,0,5,589,0.03594970703125
2,2,0,0,0,6,947,0.05780029296875
2,2,0,0,0,7,1867,0.11395263671875
2,2,0,0,0,8,4716,0.287841796875
2,2,0,0,0,9,1747,0.10662841796875
2,2,0,0,0,10,690,0.0421142578125
2,2,0,0,0,11,653,0.03985595703125
2,2,0,0,0,12,333,0.02032470703125
2,2,0,0,0,13,248,0.01513671875
2,2,0,0,0,14,339,0.02069091796875
2,2,0,0,0,15,375,0.02288818359375
2,2,0,0,0,16,888,0.05419921875
2,2,0,0,0,17,1612,0.098388671875
2,2,1,0,1,0,167,0.01019287109375
2,2,1,0,1,1,211,0.01287841796875
2,2,1,0,1,2,280,0.01708984375
2,2,1,0,1,3,310,0.0189208984375
2,2,1,0,1,4,366,0.0223388671875
2,2,1,0,1,5,653,0.03985595703125
2,2,1,0,1,6,1031,0.06292724609375
2,2,1,0,1,7,2253,0.13751220703125
2,2,1,0,1,8,4029,0.24591064453125
2,2,1,0,1,9,2378,0.1451416015625
2,2,1,0,1,10,1038,0.0633544921875
2,2,1,0,1,11,747,0.04559326171875
2,2,1,0,1,12,431,0.02630615234375
2,2,1,0,1,13,319,0.01947021484375
2,2,1,0,1,14,240,0.0146484375
2,2,1,0,1,15,198,0.0120849609375
2,2,1,0,1,16,518,0.0316162109375
2,2,1,0,1,17,1215,0.07415771484375
2,2,2,1,0,0,160,0.009765625
2,2,2,1,0,1,230,0.0140380859375
2,2,2,1,0,2,264,0.01611328125
2,2,2,1,0,3,385,0.02349853515625
2,2,2,1,0,4,375,0.02288818359375
2,2,2,1,0,5,540,0.032958984375
2,2,2,1,0,6,850,0.0518798828125
2,2,2,1,0,7,2287,0.13958740234375
2,2,2,1,0,8,3939,0.24041748046875
2,2,2,1,0,9,2354,0.1436767578125
2,2,2,1,0,10,961,0.05865478515625
2,2,2,1,0,11,726,0.0443115234375
2,2,2,1,0,12,453,0.02764892578125
2,2,2,1,0,13,336,0.0205078125
2,2,2,1,0,14,317,0.01934814453125
2,2,2,1,0,15,228,0.013916015625
2,2,2,1,0,16,643,0.03924560546875
2,2,2,1,0,17,1336,0.08154296875
2,2,3,1,1,0,109,0.00665283203125
2,2,3,1,1,1,144,0.0087890625
2,2,3,1,1,2,227,0.01385498046875
2,2,3,1,1,3,288,0.017578125
2,2,3,1,1,4,334,0.0203857421875
2,2,3,1,1,5,520,0.03173828125
2,2,3,1,1,6,896,0.0546875
2,2,3,1,1,7,1985,0.12115478515625
2,2,3,1,1,8,3004,0.183349609375
2,2,3,1,1,9,2633,0.16070556640625
2,2,3,1,1,10,1062,0.0648193359375
2,2,3,1,1,11,1143,0.06976318359375
2,2,3,1,1,12,538,0.0328369140625
2,2,3,1,1,13,408,0.02490234375
2,2,3,1,1,14,373,0.02276611328125
2,2,3,1,1,15,242,0.0147705078125
2,2,3,1,1,16,1376,0.083984375
2,2,3,1,1,17,1102,0.0672607421875
3,3,0,0,0,0,125,0.00762939453125
3,3,0,0,0,1,275,0.01678466796875
3,3,0,0,0,2,310,0.0189208984375
3,3,0,0,0,3,324,0.019775390625
3,3,0,0,0,4,325,0.01983642578125
3,3,0,0,0,5,620,0.037841796875
3,3,0,0,0,6,919,0.05609130859375
3,3,0,0,0,7,1889,0.11529541015625
3,3,0,0,0,8,4689,0.28619384765625
3,3,0,0,0,9,1782,0.1087646484375
3,3,0,0,0,10,711,0.04339599609375
3,3,0,0,0,11,623,0.03802490234375
3,3,0,0,0,12,328,0.02001953125
3,3,0,0,0,13,265,0.01617431640625
3,3,0,0,0,14,356,0.021728515625
3,3,0,0,0,15,407,0.02484130859375
3,3,0,0,0,16,861,0.05255126953125
3,3,0,0,0,17,1575,0.09613037109375
3,3,1,0,1,0,148,0.009033203125
3,3,1,0,1,1,238,0.0145263671875
3,3,1,0,1,2,295,0.01800537109375
3,3,1,0,1,3,300,0.018310546875
3,3,1,0,1,4,360,0.02197265625
3,3,1,0,1,5,656,0.0400390625
3,3,1,0,1,6,1092,0.066650390625
3,3,1,0,1,7,2154,0.1314697265625
3,3,1,0,1,8,4001,0.24420166015625
3,3,1,0,1,9,2393,0.14605712890625
3,3,1,0,1,10,1066,0.0650634765625
3,3,1,0,1,11,729,0.04449462890625
3,3,1,0,1,12,421,0.02569580078125
3,3,1,0,1,13,341,0.02081298828125
3,3,1,0,1,14,273,0.01666259765625
3,3,1,0,1,15,183,0.01116943359375
3,3,1,0,1,16,470,0.0286865234375
3,3,1,0,1,17,1264,0.0771484375
3,3,2,1,0,0,161,0.00982666015625
3,3,2,1,0,1,211,0.01287841796875
3,3,2,1,0,2,309,0.01885986328125
3,3,2,1,0,3,375,0.02288818359375
3,3,2,1,0,4,347,0.02117919921875
3,3,2,1,0,5,579,0.03533935546875
3,3,2,1,0,6,898,0.0548095703125
3,3,2,1,0,7,2285,0.13946533203125
3,3,2,1,0,8,3940,0.240478515625
3,3,2,1,0,9,2356,0.143798828125
3,3,2,1,0,10,965,0.05889892578125
3,3,2,1,0,11,748,0.045654296875
3,3,2,1,0,12,396,0.024169921875
3,3,2,1,0,13,418,0.0255126953125
3,3,2,1,0,14,287,0.01751708984375
3,3,2,1,0,15,225,0.01373291015625
3,3,2,1,0,16,628,0.038330078125
3,3,2,1,0,17,1256,0.07666015625
3,3,3,1,1,0,113,0.00689697265625
3,3,3,1,1,1,145,0.00885009765625
3,3,3,1,1,2,247,0.01507568359375
3,3,3,1,1,3,300,0.018310546875
3,3,3,1,1,4,290,0.0177001953125
3,3,3,1,1,5,496,0.0302734375
3,3,3,1,1,6,901,0.05499267578125
3,3,3,1,1,7,1922,0.1173095703125
3,3,3,1,1,8,3041,0.18560791015625
3,3,3,1,1,9,2522,0.1539306640625
3,3,3,1,1,10,1089,0.06646728515625
3,3,3,1,1,11,1130,0.0689697265625
3,3,3,1,1,12,553,0.03375244140625
3,3,3,1,1,13,403,0.02459716796875
3,3,3,1,1,14,385,0.02349853515625
3,3,3,1,1,15,221,0.01348876953125
3,3,3,1,1,16,1426,0.0870361328125
3,3,3,1,1,17,1200,0.0732421875
4,4,0,0,0,0,138,0.0084228515625
4,4,0,0,0,1,305,0.01861572265625
4,4,0,0,0,2,262,0.0159912109375
4,4,0,0,0,3,351,0.02142333984375
4,4,0,0,0,4,345,0.02105712890625
4,4,0,0,0,5,595,0.03631591796875
4,4,0,0,0,6,960,0.05859375
4,4,0,0,0,7,1853,0.11309814453125
4,4,0,0,0,8,4753,0.29010009765625
4,4,0,0,0,9,1705,0.10406494140625
4,4,0,0,0,10,715,0.04364013671875
4,4,0,0,0,11,655,0.03997802734375
4,4,0,0,0,12,332,0.020263671875
4,4,0,0,0,13,288,0.017578125
4,4,0,0,0,14,309,0.01885986328125
4,4,0,0,0,15,386,0.0235595703125
4,4,0,0,0,16,842,0.0513916015625
4,4,0,0,0,17,1590,0.0970458984375
4,4,1,0,1,0,148,0.009033203125
4,4,1,0,1,1,241,0.01470947265625
4,4,1,0,1,2,247,0.01507568359375
4,4,1,0,1,3,341,0.02081298828125
4,4,1,0,1,4,344,0.02099609375
4,4,1,0,1,5,661,0.04034423828125
4,4,1,0,1,6,1062,0.0648193359375
4,4,1,0,1,7,2184,0.13330078125
4,4,1,0,1,8,4073,0.24859619140625
4,4,1,0,1,9,2312,0.14111328125
4,4,1,0,1,10,1080,0.06591796875
4,4,1,0,1,11,713,0.04351806640625
4,4,1,0,1,12,435,0.02655029296875
4,4,1,0,1,13,328,0.02001953125
4,4,1,0,1,14,243,0.01483154296875
4,4,1,0,1,15,180,0.010986328125
4,4,1,0,1,16,518,0.0316162109375
4,4,1,0,1,17,1274,0.0777587890625
4,4,2,1,0,0,160,0.009765625
4,4,2,1,0,1,204,0.012451171875
4,4,2,1,0,2,268,0.016357421875
4,4,2,1,0,3,400,0.0244140625
4,4,2,1,0,4,398,0.0242919921875
4,4,2,1,0,5,546,0.0333251953125
4,4,2,1,0,6,935,0.05706787109375
4,4,2,1,0,7,2244,0.136962890625
4,4,2,1,0,8,4044,0.246826171875
4,4,2,1,0,9,2413,0.14727783203125
4,4,2,1,0,10,883,0.05389404296875
4,4,2,1,0,11,705,0.04302978515625
4,4,2,1,0,12,422,0.0257568359375
4,4,2,1,0,13,392,0.02392578125
4,4,2,1,0,14,310,0.0189208984375
4,4,2,1,0,15,228,0.013916015625
4,4,2,1,0,16,588,0.035888671875
4,4,2,1,0,17,1244,0.075927734375
4,4,3,1,1,0,106,0.0064697265625
4,4,3,1,1,1,175,0.01068115234375
4,4,3,1,1,2,226,0.0137939453125
4,4,3,1,1,3,283,0.01727294921875
4,4,3,1,1,4,310,0.0189208984375
4,4,3,1,1,5,530,0.0323486328125
4,4,3,1,1,6,900,0.054931640625
4,4,3,1,1,7,1898,0.1158447265625
4,4,3,1,1,8,2966,0.1810302734375
4,4,3,1,1,9,2625,0.16021728515625
4,4,3,1,1,10,1033,0.06304931640625
4,4,3,1,1,11,1162,0.0709228515625
4,4,3,1,1,12,541,0.03302001953125
4,4,3,1,1,13,409,0.02496337890625
4,4,3,1,1,14,364,0.022216796875
4,4,3,1,1,15,223,0.01361083984375
4,4,3,1,1,16,1428,0.087158203125
4,4,3,1,1,17,1205,0.07354736328125
5,5,0,0,0,0,27,0.00164794921875
5,5,0,0,0,1,9,0.00054931640625
5,5,0,0,0,2,151,0.00921630859375
5,5,0,0,0,3,209,0.01275634765625
5,5,0,0,0,4,170,0.0103759765625
5,5,0,0,0,5,1272,0.07763671875
5,5,0,0,0,6,1254,0.0765380859375
5,5,0,0,0,7,1811,0.11053466796875
5,5,0,0,0,8,2082,0.1270751953125
5,5,0,0,0,9,3037,0.18536376953125
5,5,0,0,0,10,1190,0.0726318359375
5,5,0,0,0,11,1806,0.1102294921875
5,5,0,0,0,12,1093,0.06671142578125
5,5,0,0,0,13,561,0.03424072265625
5,5,0,0,0,14,156,0.009521484375
5,5,0,0,0,15,59,0.00360107421875
5,5,0,0,0,16,1016,0.06201171875
5,5,0,0,0,17,481,0.02935791015625
5,5,1,0,1,0,15,0.00091552734375
5,5,1,0,1,1,22,0.0013427734375
5,5,1,0,1,2,75,0.00457763671875
5,5,1,0,1,3,165,0.01007080078125
5,5,1,0,1,4,76,0.004638671875
5,5,1,0,1,5,1105,0.06744384765625
5,5,1,0,1,6,1131,0.06903076171875
5,5,1,0,1,7,1322,0.0806884765625
5,5,1,0,1,8,1631,0.09954833984375
5,5,1,0,1,9,2798,0.1707763671875
5,5,1,0,1,10,936,0.05712890625
5,5,1,0,1,11,2055,0.12542724609375
5,5,1,0,1,12,1258,0.0767822265625
5,5,1,0,1,13,597,0.03643798828125
5,5,1,0,1,14,251,0.01531982421875
5,5,1,0,1,15,152,0.00927734375
5,5,1,0,1,16,2295,0.14007568359375
5,5,1,0,1,17,500,0.030517578125
5,5,2,1,0,0,30,0.0018310546875
5,5,2,1,0,1,15,0.00091552734375
5,5,2,1,0,2,198,0.0120849609375
5,5,2,1,0,3,219,0.01336669921875
5,5,2,1,0,4,135,0.00823974609375
5,5,2,1,0,5,1174,0.0716552734375
5,5,2,1,0,6,1201,0.07330322265625
5,5,2,1,0,7,1613,0.09844970703125
5,5,2,1,0,8,1746,0.1065673828125
5,5,2,1,0,9,2925,0.17852783203125
5,5,2,1,0,10,1067,0.06512451171875
5,5,2,1,0,11,1928,0.11767578125
5,5,2,1,0,12,1149,0.07012939453125
5,5,2,1,0,13,577,0.03521728515625
5,5,2,1,0,14,224,0.013671875
5,5,2,1,0,15,93,0.00567626953125
5,5,2,1,0,16,1518,0.0926513671875
5,5,2,1,0,17,572,0.034912109375
5,5,3,1,1,0,13,0.00079345703125
5,5,3,1,1,1,25,0.00152587890625
5,5,3,1,1,2,83,0.00506591796875
5,5,3,1,1,3,157,0.00958251953125
5,5,3,1,1,4,70,0.0042724609375
5,5,3,1,1,5,886,0.0540771484375
5,5,3,1,1,6,1004,0.061279296875
5,5,3,1,1,7,1256,0.07666015625
5,5,3,1,1,8,1269,0.07745361328125
5,5,3,1,1,9,3224,0.19677734375
5,5,3,1,1,10,760,0.04638671875
5,5,3,1,1,11,2258,0.1378173828125
5,5,3,1,1,12,1191,0.07269287109375
5,5,3,1,1,13,568,0.03466796875
5,5,3,1,1,14,288,0.017578125
5,5,3,1,1,15,135,0.00823974609375
5,5,3,1,1,16,2681,0.16363525390625
5,5,3,1,1,17,516,0.031494140625
6,6,0,0,0,0,42,0.0025634765625
6,6,0,0,0,1,28,0.001708984375
6,6,0,0,0,2,168,0.01025390625
6,6,0,0,0,3,184,0.01123046875
6,6,0,0,0,4,157,0.00958251953125
6,6,0,0,0,5,1310,0.0799560546875
6,6,0,0,0,6,1269,0.07745361328125
6,6,0,0,0,7,1802,0.1099853515625
6,6,0,0,0,8,2110,0.1287841796875
6,6,0,0,0,9,2969,0.18121337890625
6,6,0,0,0,10,1212,0.073974609375
6,6,0,0,0,11,1819,0.11102294921875
6,6,0,0,0,12,1086,0.0662841796875
6,6,0,0,0,13,543,0.03314208984375
6,6,0,0,0,14,175,0.01068115234375
6,6,0,0,0,15,57,0.00347900390625
6,6,0,0,0,16,939,0.05731201171875
6,6,0,0,0,17,514,0.0313720703125
6,6,1,0,1,0,11,0.00067138671875
6,6,1,0,1,1,17,0.00103759765625
6,6,1,0,1,2,71,0.00433349609375
6,6,1,0,1,3,136,0.00830078125
6,6,1,0,1,4,80,0.0048828125
6,6,1,0,1,5,1075,0.06561279296875
6,6,1,0,1,6,1118,0.0682373046875
6,6,1,0,1,7,1302,0.0794677734375
6,6,1,0,1,8,1530,0.0933837890625
6,6,1,0,1,9,2804,0.171142578125
6,6,1,0,1,10,927,0.05657958984375
6,6,1,0,1,11,2184,0.13330078125
6,6,1,0,1,12,1278,0.0780029296875
6,6,1,0,1,13,557,0.03399658203125
6,6,1,0,1,14,267,0.01629638671875
6,6,1,0,1,15,157,0.00958251953125
6,6,1,0,1,16,2436,0.148681640625
6,6,1,0,1,17,434,0.0264892578125
6,6,2,1,0,0,23,0.00140380859375
6,6,2,1,0,1,14,0.0008544921875
6,6,2,1,0,2,182,0.0111083984375
6,6,2,1,0,3,199,0.01214599609375
6,6,2,1,0,4,139,0.00848388671875
6,6,2,1,0,5,1184,0.072265625
6,6,2,1,0,6,1217,0.07427978515625
6,6,2,1,0,7,1671,0.10198974609375
6,6,2,1,0,8,1846,0.1126708984375
6,6,2,1,0,9,2900,0.177001953125
6,6,2,1,0,10,1098,0.0670166015625
6,6,2,1,0,11,1898,0.1158447265625
6,6,2,1,0,12,1165,0.07110595703125
6,6,2,1,0,13,497,0.03033447265625
6,6,2,1,0,14,205,0.01251220703125
6,6,2,1,0,15,91,0.00555419921875
6,6,2,1,0,16,1497,0.09136962890625
6,6,2,1,0,17,558,0.0340576171875
6,6,3,1,1,0,5,0.00030517578125
6,6,3,1,1,1,30,0.0018310546875
6,6,3,1,1,2,83,0.00506591796875
6,6,3,1,1,3,166,0.0101318359375
6,6,3,1,1,4,82,0.0050048828125
6,6,3,1,1,5,896,0.0546875
6,6,3,1,1,6,982,0.0599365234375
6,6,3,1,1,7,1277,0.07794189453125
6,6,3,1,1,8,1231,0.07513427734375
6,6,3,1,1,9,3231,0.19720458984375
6,6,3,1,1,10,773,0.04718017578125
6,6,3,1,1,11,2214,0.1351318359375
6,6,3,1,1,12,1203,0.07342529296875
6,6,3,1,1,13,526,0.0321044921875
6,6,3,1,1,14,286,0.0174560546875
6,6,3,1,1,15,124,0.007568359375
6,6,3,1,1,16,2703,0.16497802734375
6,6,3,1,1,17,572,0.034912109375
7,7,0,0,0,0,117,0.00714111328125
7,7,0,0,0,1,264,0.01611328125
7,7,0,0,0,2,273,0.01666259765625
7,7,0,0,0,3,359,0.02191162109375
7,7,0,0,0,4,313,0.01910400390625
7,7,0,0,0,5,566,0.0345458984375
7,7,0,0,0,6,953,0.05816650390625
7,7,0,0,0,7,1969,0.12017822265625
7,7,0,0,0,8,4631,0.28265380859375
7,7,0,0,0,9,1760,0.107421875
7,7,0,0,0,10,720,0.0439453125
7,7,0,0,0,11,598,0.0364990234375
7,7,0,0,0,12,344,0.02099609375
7,7,0,0,0,13,306,0.0186767578125
7,7,0,0,0,14,272,0.0166015625
7,7,0,0,0,15,368,0.0224609375
7,7,0,0,0,16,945,0.05767822265625
7,7,0,0,0,17,1626,0.0992431640625
7,7,1,0,1,0,142,0.0086669921875
7,7,1,0,1,1,227,0.01385498046875
7,7,1,0,1,2,286,0.0174560546875
7,7,1,0,1,3,340,0.020751953125
7,7,1,0,1,4,345,0.02105712890625
7,7,1,0,1,5,635,0.03875732421875
7,7,1,0,1,6,966,0.0589599609375
7,7,1,0,1,7,2177,0.13287353515625
7,7,1,0,1,8,4240,0.2587890625
7,7,1,0,1,9,2298,0.1402587890625
7,7,1,0,1,10,1054,0.0643310546875
7,7,1,0,1,11,687,0.04193115234375
7,7,1,0,1,12,469,0.02862548828125
7,7,1,0,1,13,327,0.01995849609375
7,7,1,0,1,14,240,0.0146484375
7,7,1,0,1,15,203,0.01239013671875
7,7,1,0,1,16,446,0.0272216796875
7,7,1,0,1,17,1302,0.0794677734375
7,7,2,1,0,0,181,0.01104736328125
7,7,2,1,0,1,149,0.00909423828125
7,7,2,1,0,2,272,0.0166015625
7,7,2,1,0,3,462,0.0281982421875
7,7,2,1,0,4,404,0.024658203125
7,7,2,1,0,5,564,0.034423828125
7,7,2,1,0,6,895,0.05462646484375
7,7,2,1,0,7,2298,0.1402587890625
7,7,2,1,0,8,4122,0.2515869140625
7,7,2,1,0,9,2386,0.1456298828125
7,7,2,1,0,10,866,0.0528564453125
7,7,2,1,0,11,697,0.04254150390625
7,7,2,1,0,12,393,0.02398681640625
7,7,2,1,0,13,332,0.020263671875
7,7,2,1,0,14,304,0.0185546875
7,7,2,1,0,15,212,0.012939453125
7,7,2,1,0,16,597,0.03643798828125
7,7,2,1,0,17,1250,0.0762939453125
7,7,3,1,1,0,109,0.00665283203125
7,7,3,1,1,1,162,0.0098876953125
7,7,3,1,1,2,248,0.01513671875
7,7,3,1,1,3,338,0.0206298828125
7,7,3,1,1,4,301,0.01837158203125
7,7,3,1,1,5,573,0.03497314453125
7,7,3,1,1,6,910,0.0555419921875
7,7,3,1,1,7,1903,0.11614990234375
7,7,3,1,1,8,3092,0.188720703125
7,7,3,1,1,9,2450,0.1495361328125
7,7,3,1,1,10,1074,0.0655517578125
7,7,3,1,1,11,1088,0.06640625
7,7,3,1,1,12,522,0.0318603515625
7,7,3,1,1,13,439,0.02679443359375
7,7,3,1,1,14,363,0.02215576171875
7,7,3,1,1,15,243,0.01483154296875
7,7,3,1,1,16,1402,0.0855712890625
7,7,3,1,1,17,1167,0.07122802734375
8,8,0,0,0,0,113,0.00689697265625
8,8,0,0,0,1,263,0.01605224609375
8,8,0,0,0,2,246,0.0150146484375
8,8,0,0,0,3,353,0.02154541015625
8,8,0,0,0,4,308,0.018798828125
8,8,0,0,0,5,618,0.0377197265625
8,8,0,0,0,6,973,0.05938720703125
8,8,0,0,0,7,1927,0.11761474609375
8,8,0,0,0,8,4662,0.2845458984375
8,8,0,0,0,9,1731,0.10565185546875
8,8,0,0,0,10,719,0.04388427734375
8,8,0,0,0,11,651,0.03973388671875
8,8,0,0,0,12,295,0.01800537109375
8,8,0,0,0,13,283,0.01727294921875
8,8,0,0,0,14,300,0.018310546875
8,8,0,0,0,15,405,0.02471923828125
8,8,0,0,0,16,943,0.05755615234375
8,8,0,0,0,17,1594,0.0972900390625
8,8,1,0,1,0,169,0.01031494140625
8,8,1,0,1,1,201,0.01226806640625
8,8,1,0,1,2,279,0.01702880859375
8,8,1,0,1,3,333,0.02032470703125
8,8,1,0,1,4,360,0.02197265625
8,8,1,0,1,5,641,0.03912353515625
8,8,1,0,1,6,1056,0.064453125
8,8,1,0,1,7,2094,0.1278076171875
8,8,1,0,1,8,4278,0.2611083984375
8,8,1,0,1,9,2334,0.1424560546875
8,8,1,0,1,10,1025,0.06256103515625
8,8,1,0,1,11,674,0.0411376953125
8,8,1,0,1,12,430,0.0262451171875
8,8,1,0,1,13,325,0.01983642578125
8,8,1,0,1,14,241,0.01470947265625
8,8,1,0,1,15,203,0.01239013671875
8,8,1,0,1,16,432,0.0263671875
8,8,1,0,1,17,1309,0.07989501953125
8,8,2,1,0,0,161,0.00982666015625
8,8,2,1,0,1,183,0.01116943359375
8,8,2,1,0,2,257,0.01568603515625
8,8,2,1,0,3,430,0.0262451171875
8,8,2,1,0,4,405,0.02471923828125
8,8,2,1,0,5,576,0.03515625
8,8,2,1,0,6,930,0.0567626953125
8,8,2,1,0,7,2317,0.14141845703125
8,8,2,1,0,8,4018,0.2452392578125
8,8,2,1,0,9,2389,0.14581298828125
8,8,2,1,0,10,949,0.05792236328125
8,8,2,1,0,11,629,0.03839111328125
8,8,2,1,0,12,436,0.026611328125
8,8,2,1,0,13,333,0.02032470703125
8,8,2,1,0,14,310,0.0189208984375
8,8,2,1,0,15,194,0.0118408203125
8,8,2,1,0,16,562,0.0343017578125
8,8,2,1,0,17,1305,0.07965087890625
8,8,3,1,1,0,130,0.0079345703125
