frame_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
10,0.0020141602,0.00012207031,0.014404297,0.012023926,0.012634277,0.06365967,0.08312988,0.12286377,0.13781738,0.19799805,0.069885254,0.10876465,0.05053711,0.024475098,0.0126953125,0.0030517578,0.05621338,0.027709961,0.00036621094,0.0,0.007751465,0.0095825195,0.008178711,0.056030273,0.07720947,0.095947266,0.11956787,0.19329834,0.059143066,0.128479,0.060302734,0.026000977,0.015991211,0.00579834,0.11029053,0.026062012,0.0015869141,6.1035156e-05,0.01171875,0.018005371,0.01171875,0.067871094,0.077697754,0.103515625,0.10858154,0.18682861,0.070007324,0.11828613,0.061584473,0.029418945,0.014343262,0.0048217773,0.07672119,0.037231445,0.0010375977,6.1035156e-05,0.0048828125,0.010559082,0.006652832,0.05102539,0.06945801,0.083862305,0.08654785,0.20526123,0.052001953,0.14898682,0.06506348,0.029663086,0.016174316,0.006225586,0.1373291,0.02520752
11,0.0025024414,0.00036621094,0.0076904297,0.013793945,0.009277344,0.077941895,0.08013916,0.11376953,0.12738037,0.18060303,0.07739258,0.11260986,0.061767578,0.030273438,0.011657715,0.0032348633,0.066223145,0.023376465,0.0007324219,0.00024414062,0.005065918,0.012145996,0.0057373047,0.07470703,0.072265625,0.07562256,0.099853516,0.17016602,0.04901123,0.14099121,0.07598877,0.032592773,0.01586914,0.006225586,0.13378906,0.0289917,0.0014648438,0.0021972656,0.010498047,0.013244629,0.008666992,0.070739746,0.07501221,0.10101318,0.10662842,0.17675781,0.062316895,0.12011719,0.07348633,0.03564453,0.013061523,0.0040283203,0.09283447,0.032287598,0.0006713867,0.0005493164,0.0030517578,0.010375977,0.0043945312,0.05456543,0.0635376,0.072509766,0.07739258,0.19598389,0.04345703,0.1416626,0.0736084,0.036743164,0.01763916,0.006713867,0.16485596,0.032287598
12,0.0068969727,0.014282227,0.01751709,0.01776123,0.019042969,0.037109375,0.059814453,0.1159668,0.2850952,0.10595703,0.04486084,0.04473877,0.021240234,0.01763916,0.01965332,0.022888184,0.05529785,0.09423828,0.009399414,0.015014648,0.017578125,0.022583008,0.02142334,0.03942871,0.061523438,0.13171387,0.262146,0.13586426,0.059509277,0.042785645,0.023925781,0.018737793,0.016174316,0.012451172,0.02557373,0.08416748,0.010681152,0.011413574,0.018188477,0.027526855,0.024353027,0.034362793,0.054382324,0.13861084,0.2529297,0.14154053,0.052612305,0.039916992,0.026367188,0.020568848,0.018127441,0.014099121,0.035339355,0.07897949,0.008422852,0.011474609,0.015808105,0.020812988,0.016540527,0.031921387,0.05682373,0.12237549,0.19378662,0.15014648,0.068237305,0.061157227,0.033996582,0.025817871,0.023254395,0.013061523,0.07080078,0.07556152
13,0.007019043,0.0138549805,0.016357422,0.018737793,0.017028809,0.033996582,0.061828613,0.11828613,0.28656006,0.10723877,0.046142578,0.043518066,0.019226074,0.019958496,0.020141602,0.0234375,0.051574707,0.09509277,0.01171875,0.014221191,0.016052246,0.020996094,0.022216797,0.037475586,0.06036377,0.13275146,0.26605225,0.13690186,0.059020996,0.040649414,0.02722168,0.020141602,0.015014648,0.01171875,0.026794434,0.08068848,0.010620117,0.010253906,0.020690918,0.026489258,0.02319336,0.034973145,0.055908203,0.13922119,0.24829102,0.14294434,0.052246094,0.042419434,0.024841309,0.021362305,0.01763916,0.0138549805,0.037841797,0.07720947,0.007019043,0.0115356445,0.01550293,0.019897461,0.017944336,0.031555176,0.057250977,0.11895752,0.19909668,0.15374756,0.06500244,0.06121826,0.033447266,0.027709961,0.020874023,0.012939453,0.073791504,0.072509766
14,0.0064697266,0.012573242,0.014587402,0.019897461,0.018798828,0.03704834,0.059143066,0.11798096,0.29022217,0.11029053,0.047668457,0.041748047,0.019104004,0.017578125,0.020080566,0.02368164,0.049621582,0.09350586,0.011230469,0.015258789,0.016662598,0.024475098,0.023376465,0.034179688,0.05999756,0.13519287,0.26507568,0.13537598,0.05657959,0.04058838,0.026000977,0.018493652,0.014953613,0.0134887695,0.025756836,0.08331299,0.010681152,0.011657715,0.01751709,0.025512695,0.024719238,0.036071777,0.052490234,0.14239502,0.2539673,0.14202881,0.04925537,0.039367676,0.025634766,0.02130127,0.020202637,0.014038086,0.033569336,0.079589844,0.007507324,0.0119018555,0.015258789,0.020996094,0.017333984,0.034851074,0.05279541,0.12390137,0.19940186,0.15118408,0.06738281,0.058776855,0.031799316,0.025634766,0.021057129,0.012756348,0.0692749,0.078186035
15,0.0071411133,0.013061523,0.016845703,0.018676758,0.018798828,0.034606934,0.06121826,0.12322998,0.28967285,0.10437012,0.045776367,0.043151855,0.01940918,0.018127441,0.017333984,0.022521973,0.051635742,0.09442139,0.010620117,0.017028809,0.02130127,0.022338867,0.02319336,0.035888672,0.051940918,0.13952637,0.26263428,0.13244629,0.055847168,0.04058838,0.025268555,0.01940918,0.015686035,0.012756348,0.026733398,0.08679199,0.010131836,0.011779785,0.017028809,0.024719238,0.022705078,0.039123535,0.05432129,0.13830566,0.2532959,0.14221191,0.051574707,0.037475586,0.02355957,0.020385742,0.018676758,0.012512207,0.039123535,0.08306885,0.007507324,0.012756348,0.016967773,0.020141602,0.018615723,0.029968262,0.054748535,0.12322998,0.20617676,0.1508789,0.06713867,0.061035156,0.031066895,0.025268555,0.020324707,0.014343262,0.06506348,0.07476807
16,0.0020141602,0.0032348633,0.010559082,0.01171875,0.008666992,0.088256836,0.08148193,0.099853516,0.13562012,0.16253662,0.07080078,0.10095215,0.07550049,0.039855957,0.0075683594,0.002319336,0.068237305,0.030822754,0.00024414062,0.001159668,0.0043945312,0.008605957,0.0030517578,0.061035156,0.06781006,0.08026123,0.083618164,0.16882324,0.048706055,0.1352539,0.076293945,0.034851074,0.018249512,0.009460449,0.16778564,0.030395508,0.0015869141,0.0010375977,0.009033203,0.013000488,0.007446289,0.0791626,0.08001709,0.09625244,0.11199951,0.17144775,0.06060791,0.11407471,0.07861328,0.038146973,0.011047363,0.004699707,0.093322754,0.028503418,0.00061035156,0.0029907227,0.004272461,0.0099487305,0.00390625,0.05493164,0.06341553,0.075683594,0.07159424,0.18859863,0.043884277,0.14007568,0.079711914,0.036010742,0.015014648,0.0059814453,0.17114258,0.032226562
17,0.001953125,0.0024414062,0.008728027,0.012939453,0.008483887,0.088256836,0.08074951,0.09399414,0.13348389,0.16296387,0.06542969,0.10284424,0.08215332,0.042053223,0.007751465,0.0032348633,0.07110596,0.031433105,0.0008544922,0.0017089844,0.005554199,0.008300781,0.0036621094,0.05999756,0.06964111,0.07623291,0.08227539,0.16564941,0.05090332,0.13378906,0.07904053,0.034301758,0.017333984,0.008666992,0.1741333,0.027954102,0.0007324219,0.0010986328,0.007080078,0.012329102,0.0073242188,0.08135986,0.08093262,0.09674072,0.10925293,0.17004395,0.06109619,0.11413574,0.080200195,0.035888672,0.010925293,0.005004883,0.097229004,0.028625488,0.0004272461,0.003112793,0.006164551,0.009643555,0.0049438477,0.05609131,0.060913086,0.070007324,0.07476807,0.17645264,0.041809082,0.13922119,0.082336426,0.03564453,0.014465332,0.006652832,0.1807251,0.036621094
18,0.0073242188,0.010192871,0.014831543,0.020202637,0.021972656,0.037719727,0.06036377,0.13006592,0.28723145,0.10308838,0.046203613,0.038513184,0.019226074,0.017822266,0.019226074,0.023620605,0.04724121,0.09515381,0.010681152,0.016235352,0.019714355,0.021606445,0.022644043,0.032592773,0.057250977,0.14239502,0.26513672,0.13354492,0.055480957,0.039245605,0.021362305,0.021728516,0.016052246,0.014404297,0.025390625,0.08453369,0.009216309,0.011962891,0.018127441,0.0234375,0.023071289,0.035888672,0.05303955,0.14190674,0.26660156,0.1373291,0.046691895,0.037963867,0.02508545,0.022705078,0.019104004,0.014831543,0.0368042,0.07623291,0.0087890625,0.013305664,0.014587402,0.02154541,0.016784668,0.03277588,0.048950195,0.12402344,0.21386719,0.14703369,0.06945801,0.059020996,0.030456543,0.024108887,0.020935059,0.013427734,0.06097412,0.079956055
19,0.0068359375,0.01184082,0.015014648,0.022827148,0.020935059,0.036315918,0.06384277,0.13146973,0.28405762,0.099731445,0.048461914,0.042297363,0.019226074,0.017333984,0.020202637,0.022949219,0.047729492,0.08892822,0.011047363,0.016540527,0.018798828,0.020690918,0.024597168,0.03265381,0.056762695,0.14117432,0.26635742,0.1352539,0.050231934,0.036315918,0.02130127,0.018798828,0.015808105,0.015808105,0.029296875,0.08856201,0.009338379,0.011169434,0.016418457,0.02520752,0.023803711,0.0357666,0.05493164,0.1408081,0.27075195,0.13085938,0.050720215,0.038024902,0.023864746,0.021606445,0.019470215,0.0154418945,0.03503418,0.07678223,0.008850098,0.013000488,0.017028809,0.020812988,0.019226074,0.032409668,0.05407715,0.11907959,0.2088623,0.14697266,0.067871094,0.060546875,0.030151367,0.024963379,0.019836426,0.013305664,0.06518555,0.077819824
20,0.0068969727,0.010375977,0.015380859,0.02331543,0.022155762,0.036010742,0.059509277,0.13330078,0.2855835,0.103271484,0.043518066,0.040039062,0.018615723,0.017028809,0.01953125,0.02545166,0.045959473,0.094055176,0.008483887,0.015991211,0.020141602,0.020751953,0.022888184,0.032348633,0.056030273,0.14654541,0.2685547,0.13671875,0.048583984,0.032836914,0.020935059,0.019226074,0.01727295,0.015258789,0.030395508,0.08703613,0.0087890625,0.00970459,0.018188477,0.024902344,0.02178955,0.03540039,0.057922363,0.13653564,0.2744751,0.13201904,0.049621582,0.0390625,0.023925781,0.02166748,0.020507812,0.016357422,0.035949707,0.07318115,0.009033203,0.012573242,0.015136719,0.01940918,0.020263672,0.03363037,0.054382324,0.1272583,0.20898438,0.14855957,0.06896973,0.059143066,0.029968262,0.024780273,0.020202637,0.013244629,0.061157227,0.07330322
21,0.0059814453,0.012329102,0.014526367,0.021850586,0.020690918,0.03704834,0.06378174,0.13671875,0.28240967,0.10217285,0.045776367,0.039245605,0.018981934,0.017456055,0.01776123,0.022521973,0.049987793,0.09075928,0.008544922,0.01550293,0.018615723,0.022644043,0.022399902,0.0345459,0.053649902,0.14294434,0.2746582,0.13360596,0.04901123,0.03338623,0.02142334,0.018371582,0.018615723,0.016052246,0.029663086,0.086364746,0.008239746,0.011352539,0.016723633,0.0234375,0.021972656,0.033996582,0.058898926,0.13726807,0.27801514,0.1296997,0.04888916,0.037719727,0.022277832,0.022216797,0.01965332,0.015625,0.034851074,0.0791626,0.009338379,0.010986328,0.015075684,0.01953125,0.0211792,0.032409668,0.05218506,0.12768555,0.20941162,0.14929199,0.06756592,0.061706543,0.029418945,0.024658203,0.017944336,0.013549805,0.062072754,0.07598877
22,0.0067749023,0.011474609,0.014709473,0.019592285,0.022583008,0.037902832,0.062438965,0.13726807,0.28137207,0.10461426,0.04650879,0.039611816,0.018920898,0.01550293,0.016906738,0.022094727,0.050048828,0.091674805,0.00982666,0.015686035,0.018920898,0.022033691,0.021606445,0.0345459,0.053588867,0.14404297,0.26690674,0.1359253,0.048461914,0.038330078,0.018676758,0.018615723,0.018310547,0.016967773,0.030639648,0.08691406,0.00793457,0.010314941,0.016906738,0.024414062,0.020629883,0.035095215,0.056762695,0.13684082,0.27941895,0.13201904,0.04736328,0.038879395,0.023010254,0.019836426,0.020324707,0.014404297,0.039733887,0.07611084,0.010375977,0.012023926,0.016113281,0.020568848,0.019104004,0.035095215,0.053894043,0.12176514,0.21051025,0.14794922,0.07122803,0.06097412,0.030578613,0.025390625,0.021362305,0.013671875,0.056518555,0.07287598
23,0.006225586,0.010437012,0.0126953125,0.018859863,0.022766113,0.038269043,0.061706543,0.1437378,0.28295898,0.10736084,0.046569824,0.037109375,0.018127441,0.015563965,0.018005371,0.023925781,0.04840088,0.08728027,0.009887695,0.016052246,0.019348145,0.022155762,0.022583008,0.033447266,0.05303955,0.14147949,0.26739502,0.13549805,0.046569824,0.036010742,0.020446777,0.01977539,0.019165039,0.017028809,0.035339355,0.08477783,0.007019043,0.010620117,0.014831543,0.021972656,0.021484375,0.036621094,0.057495117,0.14276123,0.28411865,0.12347412,0.047790527,0.03967285,0.022216797,0.02178955,0.01928711,0.017028809,0.036865234,0.07495117,0.00982666,0.011230469,0.018310547,0.020996094,0.021118164,0.031921387,0.05291748,0.11608887,0.2062378,0.14874268,0.07531738,0.05895996,0.031311035,0.026672363,0.021606445,0.013061523,0.06072998,0.07495117
24,0.0064086914,0.009643555,0.013671875,0.017028809,0.021972656,0.03466797,0.060791016,0.15014648,0.27868652,0.11431885,0.04711914,0.04034424,0.017578125,0.017211914,0.016479492,0.022460938,0.045288086,0.08618164,0.009460449,0.016845703,0.018554688,0.023254395,0.024291992,0.032226562,0.05529785,0.14245605,0.2659912,0.13415527,0.04321289,0.034240723,0.021972656,0.018859863,0.018432617,0.018066406,0.036621094,0.08605957,0.0072631836,0.009765625,0.013427734,0.020629883,0.021606445,0.034606934,0.0592041,0.14941406,0.28100586,0.12426758,0.045654297,0.038330078,0.022460938,0.019165039,0.01965332,0.016418457,0.04034424,0.07678223,0.010803223,0.013671875,0.017700195,0.021484375,0.020263672,0.033691406,0.053100586,0.116882324,0.19384766,0.15185547,0.07116699,0.064941406,0.032165527,0.024230957,0.02142334,0.012084961,0.068725586,0.07196045
25,0.0064086914,0.010253906,0.012878418,0.020080566,0.020690918,0.03643799,0.06060791,0.14685059,0.27471924,0.1184082,0.046203613,0.04156494,0.019104004,0.016357422,0.01953125,0.020385742,0.045532227,0.083984375,0.009887695,0.015625,0.020629883,0.024230957,0.022827148,0.03515625,0.055908203,0.14282227,0.26379395,0.12786865,0.046325684,0.032165527,0.02166748,0.018066406,0.019836426,0.01727295,0.038085938,0.08782959,0.008422852,0.008422852,0.012939453,0.024108887,0.021240234,0.03326416,0.061645508,0.14788818,0.2750244,0.12579346,0.050598145,0.038757324,0.022277832,0.01965332,0.020507812,0.016113281,0.04058838,0.072753906,0.011169434,0.012084961,0.01727295,0.021911621,0.023254395,0.03778076,0.053710938,0.113464355,0.20532227,0.14984131,0.06463623,0.060668945,0.030578613,0.024780273,0.019348145,0.014099121,0.06262207,0.07745361
26,0.0067749023,0.010864258,0.012756348,0.018310547,0.022460938,0.0357666,0.05810547,0.14959717,0.2689209,0.11651611,0.04888916,0.040893555,0.018249512,0.01727295,0.018554688,0.023071289,0.042541504,0.0904541,0.010437012,0.016357422,0.019958496,0.022888184,0.02368164,0.033996582,0.057922363,0.13983154,0.26287842,0.13317871,0.046691895,0.03186035,0.022644043,0.0178833,0.019165039,0.018554688,0.03894043,0.08312988,0.0078125,0.009094238,0.014526367,0.021728516,0.024169922,0.038085938,0.061523438,0.144104,0.26989746,0.12426758,0.04699707,0.04083252,0.021606445,0.020385742,0.020812988,0.017822266,0.041931152,0.074401855,0.010681152,0.012512207,0.016357422,0.022583008,0.024719238,0.03564453,0.05718994,0.12060547,0.2084961,0.1482544,0.06732178,0.05822754,0.030151367,0.022216797,0.018432617,0.01373291,0.054260254,0.07861328
27,0.0063476562,0.010986328,0.012878418,0.020935059,0.021850586,0.034973145,0.059326172,0.15289307,0.26763916,0.117248535,0.048583984,0.035339355,0.019165039,0.018249512,0.018920898,0.021484375,0.046203613,0.0869751,0.009155273,0.016418457,0.020874023,0.02319336,0.023742676,0.032714844,0.05670166,0.14172363,0.26513672,0.13439941,0.04510498,0.03314209,0.020629883,0.018737793,0.017028809,0.01940918,0.03765869,0.084228516,0.007873535,0.0078125,0.0154418945,0.02178955,0.023498535,0.038269043,0.064453125,0.1449585,0.2680664,0.12414551,0.048706055,0.039978027,0.021972656,0.018371582,0.01977539,0.018127441,0.045410156,0.0713501,0.011352539,0.012145996,0.016723633,0.024047852,0.02355957,0.039367676,0.058532715,0.12219238,0.22039795,0.14471436,0.06488037,0.055236816,0.029846191,0.023498535,0.019836426,0.010681152,0.05206299,0.07092285
28,0.0061035156,0.0099487305,0.014343262,0.021606445,0.022766113,0.036132812,0.058166504,0.15185547,0.26715088,0.12237549,0.047668457,0.039001465,0.017150879,0.017700195,0.016601562,0.0211792,0.044799805,0.08544922,0.009338379,0.016174316,0.02130127,0.02130127,0.02154541,0.03692627,0.054870605,0.14221191,0.26409912,0.12927246,0.04333496,0.035461426,0.01977539,0.018737793,0.019165039,0.017822266,0.039489746,0.08917236,0.009155273,0.008361816,0.0146484375,0.022460938,0.024108887,0.036987305,0.06262207,0.14324951,0.26379395,0.12554932,0.050842285,0.041748047,0.023254395,0.01965332,0.021850586,0.016906738,0.043884277,0.07092285,0.0115356445,0.010620117,0.017089844,0.02520752,0.024475098,0.040283203,0.058166504,0.12658691,0.21722412,0.1427002,0.07092285,0.05267334,0.029846191,0.022888184,0.019226074,0.012390137,0.04864502,0.06951904
29,0.0052490234,0.011352539,0.014282227,0.022094727,0.022338867,0.03540039,0.06036377,0.1506958,0.26531982,0.12084961,0.046569824,0.038391113,0.020507812,0.016662598,0.017089844,0.020690918,0.04486084,0.08728027,0.009216309,0.016662598,0.019958496,0.022888184,0.023254395,0.033325195,0.056152344,0.14489746,0.262146,0.12854004,0.043395996,0.036499023,0.020324707,0.018188477,0.01776123,0.019165039,0.037353516,0.090270996,0.009338379,0.010192871,0.015075684,0.022766113,0.022338867,0.038269043,0.061035156,0.14013672,0.2630005,0.13122559,0.0491333,0.042236328,0.022460938,0.021484375,0.01977539,0.015075684,0.04510498,0.0713501,0.012512207,0.011352539,0.015686035,0.023376465,0.026367188,0.039794922,0.055419922,0.119628906,0.22460938,0.14886475,0.072509766,0.057128906,0.030700684,0.02130127,0.01574707,0.009521484,0.043945312,0.0715332
30,0.0056152344,0.0115356445,0.01373291,0.020141602,0.023803711,0.035949707,0.0602417,0.15716553,0.26275635,0.12225342,0.045715332,0.038879395,0.018737793,0.017150879,0.015808105,0.02142334,0.045166016,0.08392334,0.009460449,0.013916016,0.018798828,0.024475098,0.02331543,0.03656006,0.060791016,0.14349365,0.258667,0.1305542,0.042785645,0.03314209,0.020507812,0.020629883,0.018615723,0.01776123,0.039123535,0.087402344,0.009887695,0.0087890625,0.013977051,0.022949219,0.023010254,0.03704834,0.05987549,0.14355469,0.26483154,0.12915039,0.051696777,0.040039062,0.022949219,0.021240234,0.019165039,0.018127441,0.037597656,0.07611084,0.011108398,0.01361084,0.018432617,0.024353027,0.02532959,0.038879395,0.056640625,0.11395264,0.22717285,0.14996338,0.0703125,0.055114746,0.030151367,0.022766113,0.017700195,0.010314941,0.043640137,0.07055664
